model_label,role,layer,algorithm,gold_count,predicted_count,rows
Gemma4-E4B,prompt_running,2,knn_k5_cosine,8,10,1
Gemma4-E4B,prompt_running,2,knn_k5_cosine,9,1,12
Gemma4-E4B,prompt_running,2,knn_k5_cosine,9,2,3
Gemma4-E4B,prompt_running,2,knn_k5_cosine,9,3,5
Gemma4-E4B,prompt_running,2,knn_k5_cosine,9,4,1
Gemma4-E4B,prompt_running,2,knn_k5_cosine,9,5,2
Gemma4-E4B,prompt_running,2,knn_k5_cosine,9,6,2
Gemma4-E4B,prompt_running,2,knn_k5_cosine,9,7,2
Gemma4-E4B,prompt_running,2,knn_k5_cosine,9,8,1
Gemma4-E4B,prompt_running,2,knn_k5_cosine,9,10,2
Gemma4-E4B,prompt_running,2,knn_k5_cosine,10,1,8
Gemma4-E4B,prompt_running,2,knn_k5_cosine,10,2,2
Gemma4-E4B,prompt_running,2,knn_k5_cosine,10,3,4
Gemma4-E4B,prompt_running,2,knn_k5_cosine,10,5,3
Gemma4-E4B,prompt_running,2,knn_k5_cosine,10,6,5
Gemma4-E4B,prompt_running,2,knn_k5_cosine,10,7,1
Gemma4-E4B,prompt_running,2,knn_k5_cosine,10,8,2
Gemma4-E4B,prompt_running,2,knn_k5_cosine,10,10,5
Gemma4-E4B,prompt_running,2,linear_svm,1,1,5
Gemma4-E4B,prompt_running,2,linear_svm,1,2,3
Gemma4-E4B,prompt_running,2,linear_svm,1,3,4
Gemma4-E4B,prompt_running,2,linear_svm,1,4,2
Gemma4-E4B,prompt_running,2,linear_svm,1,5,3
Gemma4-E4B,prompt_running,2,linear_svm,1,6,3
Gemma4-E4B,prompt_running,2,linear_svm,1,7,3
Gemma4-E4B,prompt_running,2,linear_svm,1,8,3
Gemma4-E4B,prompt_running,2,linear_svm,1,9,1
Gemma4-E4B,prompt_running,2,linear_svm,1,10,3
Gemma4-E4B,prompt_running,2,linear_svm,2,1,6
Gemma4-E4B,prompt_running,2,linear_svm,2,2,1
Gemma4-E4B,prompt_running,2,linear_svm,2,3,7
Gemma4-E4B,prompt_running,2,linear_svm,2,4,2
Gemma4-E4B,prompt_running,2,linear_svm,2,6,4
Gemma4-E4B,prompt_running,2,linear_svm,2,7,4
Gemma4-E4B,prompt_running,2,linear_svm,2,8,3
Gemma4-E4B,prompt_running,2,linear_svm,2,9,1
Gemma4-E4B,prompt_running,2,linear_svm,2,10,2
Gemma4-E4B,prompt_running,2,linear_svm,3,1,7
Gemma4-E4B,prompt_running,2,linear_svm,3,3,5
Gemma4-E4B,prompt_running,2,linear_svm,3,4,3
Gemma4-E4B,prompt_running,2,linear_svm,3,5,3
Gemma4-E4B,prompt_running,2,linear_svm,3,6,2
Gemma4-E4B,prompt_running,2,linear_svm,3,7,2
Gemma4-E4B,prompt_running,2,linear_svm,3,8,2
Gemma4-E4B,prompt_running,2,linear_svm,3,9,2
Gemma4-E4B,prompt_running,2,linear_svm,3,10,4
Gemma4-E4B,prompt_running,2,linear_svm,4,1,5
Gemma4-E4B,prompt_running,2,linear_svm,4,2,2
Gemma4-E4B,prompt_running,2,linear_svm,4,3,1
Gemma4-E4B,prompt_running,2,linear_svm,4,4,3
Gemma4-E4B,prompt_running,2,linear_svm,4,5,4
Gemma4-E4B,prompt_running,2,linear_svm,4,6,2
Gemma4-E4B,prompt_running,2,linear_svm,4,7,5
Gemma4-E4B,prompt_running,2,linear_svm,4,8,3
Gemma4-E4B,prompt_running,2,linear_svm,4,9,1
Gemma4-E4B,prompt_running,2,linear_svm,4,10,4
Gemma4-E4B,prompt_running,2,linear_svm,5,1,1
Gemma4-E4B,prompt_running,2,linear_svm,5,3,2
Gemma4-E4B,prompt_running,2,linear_svm,5,4,5
Gemma4-E4B,prompt_running,2,linear_svm,5,5,3
Gemma4-E4B,prompt_running,2,linear_svm,5,6,10
Gemma4-E4B,prompt_running,2,linear_svm,5,7,2
Gemma4-E4B,prompt_running,2,linear_svm,5,8,5
Gemma4-E4B,prompt_running,2,linear_svm,5,9,1
Gemma4-E4B,prompt_running,2,linear_svm,5,10,1
Gemma4-E4B,prompt_running,2,linear_svm,6,1,1
Gemma4-E4B,prompt_running,2,linear_svm,6,2,2
Gemma4-E4B,prompt_running,2,linear_svm,6,3,4
Gemma4-E4B,prompt_running,2,linear_svm,6,4,2
Gemma4-E4B,prompt_running,2,linear_svm,6,5,2
Gemma4-E4B,prompt_running,2,linear_svm,6,6,5
Gemma4-E4B,prompt_running,2,linear_svm,6,7,2
Gemma4-E4B,prompt_running,2,linear_svm,6,8,3
Gemma4-E4B,prompt_running,2,linear_svm,6,9,3
Gemma4-E4B,prompt_running,2,linear_svm,6,10,6
Gemma4-E4B,prompt_running,2,linear_svm,7,1,7
Gemma4-E4B,prompt_running,2,linear_svm,7,2,1
Gemma4-E4B,prompt_running,2,linear_svm,7,3,1
Gemma4-E4B,prompt_running,2,linear_svm,7,4,2
Gemma4-E4B,prompt_running,2,linear_svm,7,5,2
Gemma4-E4B,prompt_running,2,linear_svm,7,6,4
Gemma4-E4B,prompt_running,2,linear_svm,7,7,3
Gemma4-E4B,prompt_running,2,linear_svm,7,8,3
Gemma4-E4B,prompt_running,2,linear_svm,7,9,1
Gemma4-E4B,prompt_running,2,linear_svm,7,10,6
Gemma4-E4B,prompt_running,2,linear_svm,8,1,7
Gemma4-E4B,prompt_running,2,linear_svm,8,2,1
Gemma4-E4B,prompt_running,2,linear_svm,8,3,2
Gemma4-E4B,prompt_running,2,linear_svm,8,4,1
Gemma4-E4B,prompt_running,2,linear_svm,8,5,2
Gemma4-E4B,prompt_running,2,linear_svm,8,6,4
Gemma4-E4B,prompt_running,2,linear_svm,8,7,3
Gemma4-E4B,prompt_running,2,linear_svm,8,8,6
Gemma4-E4B,prompt_running,2,linear_svm,8,9,1
Gemma4-E4B,prompt_running,2,linear_svm,8,10,3
Gemma4-E4B,prompt_running,2,linear_svm,9,1,6
Gemma4-E4B,prompt_running,2,linear_svm,9,2,3
Gemma4-E4B,prompt_running,2,linear_svm,9,3,2
Gemma4-E4B,prompt_running,2,linear_svm,9,4,1
Gemma4-E4B,prompt_running,2,linear_svm,9,5,2
Gemma4-E4B,prompt_running,2,linear_svm,9,6,4
Gemma4-E4B,prompt_running,2,linear_svm,9,7,5
Gemma4-E4B,prompt_running,2,linear_svm,9,9,2
Gemma4-E4B,prompt_running,2,linear_svm,9,10,5
Gemma4-E4B,prompt_running,2,linear_svm,10,1,3
Gemma4-E4B,prompt_running,2,linear_svm,10,2,1
Gemma4-E4B,prompt_running,2,linear_svm,10,3,3
Gemma4-E4B,prompt_running,2,linear_svm,10,4,3
Gemma4-E4B,prompt_running,2,linear_svm,10,5,3
Gemma4-E4B,prompt_running,2,linear_svm,10,6,4
Gemma4-E4B,prompt_running,2,linear_svm,10,7,4
Gemma4-E4B,prompt_running,2,linear_svm,10,8,3
Gemma4-E4B,prompt_running,2,linear_svm,10,9,2
Gemma4-E4B,prompt_running,2,linear_svm,10,10,4
Gemma4-E4B,prompt_running,2,logistic_l2,1,1,6
Gemma4-E4B,prompt_running,2,logistic_l2,1,2,3
Gemma4-E4B,prompt_running,2,logistic_l2,1,3,1
Gemma4-E4B,prompt_running,2,logistic_l2,1,4,3
Gemma4-E4B,prompt_running,2,logistic_l2,1,5,3
Gemma4-E4B,prompt_running,2,logistic_l2,1,6,3
Gemma4-E4B,prompt_running,2,logistic_l2,1,7,4
Gemma4-E4B,prompt_running,2,logistic_l2,1,8,2
Gemma4-E4B,prompt_running,2,logistic_l2,1,9,1
Gemma4-E4B,prompt_running,2,logistic_l2,1,10,4
Gemma4-E4B,prompt_running,2,logistic_l2,2,1,4
Gemma4-E4B,prompt_running,2,logistic_l2,2,2,1
Gemma4-E4B,prompt_running,2,logistic_l2,2,3,8
Gemma4-E4B,prompt_running,2,logistic_l2,2,4,3
Gemma4-E4B,prompt_running,2,logistic_l2,2,6,3
Gemma4-E4B,prompt_running,2,logistic_l2,2,7,6
Gemma4-E4B,prompt_running,2,logistic_l2,2,8,3
Gemma4-E4B,prompt_running,2,logistic_l2,2,9,1
Gemma4-E4B,prompt_running,2,logistic_l2,2,10,1
Gemma4-E4B,prompt_running,2,logistic_l2,3,1,6
Gemma4-E4B,prompt_running,2,logistic_l2,3,2,1
Gemma4-E4B,prompt_running,2,logistic_l2,3,3,6
Gemma4-E4B,prompt_running,2,logistic_l2,3,4,2
Gemma4-E4B,prompt_running,2,logistic_l2,3,5,1
Gemma4-E4B,prompt_running,2,logistic_l2,3,6,3
Gemma4-E4B,prompt_running,2,logistic_l2,3,7,3
Gemma4-E4B,prompt_running,2,logistic_l2,3,8,2
Gemma4-E4B,prompt_running,2,logistic_l2,3,9,3
Gemma4-E4B,prompt_running,2,logistic_l2,3,10,3
Gemma4-E4B,prompt_running,2,logistic_l2,4,1,3
Gemma4-E4B,prompt_running,2,logistic_l2,4,2,4
Gemma4-E4B,prompt_running,2,logistic_l2,4,3,2
Gemma4-E4B,prompt_running,2,logistic_l2,4,4,4
Gemma4-E4B,prompt_running,2,logistic_l2,4,5,4
Gemma4-E4B,prompt_running,2,logistic_l2,4,6,1
Gemma4-E4B,prompt_running,2,logistic_l2,4,7,6
Gemma4-E4B,prompt_running,2,logistic_l2,4,8,3
Gemma4-E4B,prompt_running,2,logistic_l2,4,9,1
Gemma4-E4B,prompt_running,2,logistic_l2,4,10,2
Gemma4-E4B,prompt_running,2,logistic_l2,5,1,1
Gemma4-E4B,prompt_running,2,logistic_l2,5,2,3
Gemma4-E4B,prompt_running,2,logistic_l2,5,3,2
Gemma4-E4B,prompt_running,2,logistic_l2,5,4,5
Gemma4-E4B,prompt_running,2,logistic_l2,5,5,1
Gemma4-E4B,prompt_running,2,logistic_l2,5,6,9
Gemma4-E4B,prompt_running,2,logistic_l2,5,7,1
Gemma4-E4B,prompt_running,2,logistic_l2,5,8,2
Gemma4-E4B,prompt_running,2,logistic_l2,5,9,3
Gemma4-E4B,prompt_running,2,logistic_l2,5,10,3
Gemma4-E4B,prompt_running,2,logistic_l2,6,1,1
Gemma4-E4B,prompt_running,2,logistic_l2,6,2,3
Gemma4-E4B,prompt_running,2,logistic_l2,6,3,4
Gemma4-E4B,prompt_running,2,logistic_l2,6,4,2
Gemma4-E4B,prompt_running,2,logistic_l2,6,5,3
Gemma4-E4B,prompt_running,2,logistic_l2,6,6,5
Gemma4-E4B,prompt_running,2,logistic_l2,6,7,1
Gemma4-E4B,prompt_running,2,logistic_l2,6,8,1
Gemma4-E4B,prompt_running,2,logistic_l2,6,9,3
Gemma4-E4B,prompt_running,2,logistic_l2,6,10,7
Gemma4-E4B,prompt_running,2,logistic_l2,7,1,6
Gemma4-E4B,prompt_running,2,logistic_l2,7,2,2
Gemma4-E4B,prompt_running,2,logistic_l2,7,3,1
Gemma4-E4B,prompt_running,2,logistic_l2,7,4,2
Gemma4-E4B,prompt_running,2,logistic_l2,7,5,1
Gemma4-E4B,prompt_running,2,logistic_l2,7,6,3
Gemma4-E4B,prompt_running,2,logistic_l2,7,7,3
Gemma4-E4B,prompt_running,2,logistic_l2,7,8,5
Gemma4-E4B,prompt_running,2,logistic_l2,7,9,1
Gemma4-E4B,prompt_running,2,logistic_l2,7,10,6
Gemma4-E4B,prompt_running,2,logistic_l2,8,1,6
Gemma4-E4B,prompt_running,2,logistic_l2,8,2,2
Gemma4-E4B,prompt_running,2,logistic_l2,8,3,2
Gemma4-E4B,prompt_running,2,logistic_l2,8,4,1
Gemma4-E4B,prompt_running,2,logistic_l2,8,5,2
Gemma4-E4B,prompt_running,2,logistic_l2,8,6,3
Gemma4-E4B,prompt_running,2,logistic_l2,8,7,3
Gemma4-E4B,prompt_running,2,logistic_l2,8,8,4
Gemma4-E4B,prompt_running,2,logistic_l2,8,9,3
Gemma4-E4B,prompt_running,2,logistic_l2,8,10,4
Gemma4-E4B,prompt_running,2,logistic_l2,9,1,5
Gemma4-E4B,prompt_running,2,logistic_l2,9,2,5
Gemma4-E4B,prompt_running,2,logistic_l2,9,3,2
Gemma4-E4B,prompt_running,2,logistic_l2,9,4,1
Gemma4-E4B,prompt_running,2,logistic_l2,9,5,4
Gemma4-E4B,prompt_running,2,logistic_l2,9,6,3
Gemma4-E4B,prompt_running,2,logistic_l2,9,7,2
Gemma4-E4B,prompt_running,2,logistic_l2,9,8,1
Gemma4-E4B,prompt_running,2,logistic_l2,9,9,3
Gemma4-E4B,prompt_running,2,logistic_l2,9,10,4
Gemma4-E4B,prompt_running,2,logistic_l2,10,1,1
Gemma4-E4B,prompt_running,2,logistic_l2,10,2,1
Gemma4-E4B,prompt_running,2,logistic_l2,10,3,3
Gemma4-E4B,prompt_running,2,logistic_l2,10,4,3
Gemma4-E4B,prompt_running,2,logistic_l2,10,5,3
Gemma4-E4B,prompt_running,2,logistic_l2,10,6,5
Gemma4-E4B,prompt_running,2,logistic_l2,10,7,4
Gemma4-E4B,prompt_running,2,logistic_l2,10,8,3
Gemma4-E4B,prompt_running,2,logistic_l2,10,9,3
Gemma4-E4B,prompt_running,2,logistic_l2,10,10,4
Gemma4-E4B,prompt_running,2,nearest_centroid,1,1,5
Gemma4-E4B,prompt_running,2,nearest_centroid,1,2,4
Gemma4-E4B,prompt_running,2,nearest_centroid,1,3,4
Gemma4-E4B,prompt_running,2,nearest_centroid,1,4,2
Gemma4-E4B,prompt_running,2,nearest_centroid,1,5,2
Gemma4-E4B,prompt_running,2,nearest_centroid,1,6,2
Gemma4-E4B,prompt_running,2,nearest_centroid,1,7,3
Gemma4-E4B,prompt_running,2,nearest_centroid,1,9,2
Gemma4-E4B,prompt_running,2,nearest_centroid,1,10,6
Gemma4-E4B,prompt_running,2,nearest_centroid,2,1,4
Gemma4-E4B,prompt_running,2,nearest_centroid,2,2,1
Gemma4-E4B,prompt_running,2,nearest_centroid,2,3,7
Gemma4-E4B,prompt_running,2,nearest_centroid,2,4,3
Gemma4-E4B,prompt_running,2,nearest_centroid,2,5,1
Gemma4-E4B,prompt_running,2,nearest_centroid,2,6,3
Gemma4-E4B,prompt_running,2,nearest_centroid,2,7,4
Gemma4-E4B,prompt_running,2,nearest_centroid,2,8,3
Gemma4-E4B,prompt_running,2,nearest_centroid,2,9,3
Gemma4-E4B,prompt_running,2,nearest_centroid,2,10,1
Gemma4-E4B,prompt_running,2,nearest_centroid,3,1,7
Gemma4-E4B,prompt_running,2,nearest_centroid,3,2,1
Gemma4-E4B,prompt_running,2,nearest_centroid,3,3,3
Gemma4-E4B,prompt_running,2,nearest_centroid,3,4,3
Gemma4-E4B,prompt_running,2,nearest_centroid,3,5,4
Gemma4-E4B,prompt_running,2,nearest_centroid,3,6,3
Gemma4-E4B,prompt_running,2,nearest_centroid,3,7,4
Gemma4-E4B,prompt_running,2,nearest_centroid,3,9,3
Gemma4-E4B,prompt_running,2,nearest_centroid,3,10,2
Gemma4-E4B,prompt_running,2,nearest_centroid,4,1,4
Gemma4-E4B,prompt_running,2,nearest_centroid,4,2,2
Gemma4-E4B,prompt_running,2,nearest_centroid,4,3,1
Gemma4-E4B,prompt_running,2,nearest_centroid,4,4,4
Gemma4-E4B,prompt_running,2,nearest_centroid,4,5,3
Gemma4-E4B,prompt_running,2,nearest_centroid,4,6,3
Gemma4-E4B,prompt_running,2,nearest_centroid,4,7,6
Gemma4-E4B,prompt_running,2,nearest_centroid,4,8,2
Gemma4-E4B,prompt_running,2,nearest_centroid,4,9,1
Gemma4-E4B,prompt_running,2,nearest_centroid,4,10,4
Gemma4-E4B,prompt_running,2,nearest_centroid,5,1,3
Gemma4-E4B,prompt_running,2,nearest_centroid,5,2,3
Gemma4-E4B,prompt_running,2,nearest_centroid,5,3,1
Gemma4-E4B,prompt_running,2,nearest_centroid,5,4,5
Gemma4-E4B,prompt_running,2,nearest_centroid,5,5,2
Gemma4-E4B,prompt_running,2,nearest_centroid,5,6,10
Gemma4-E4B,prompt_running,2,nearest_centroid,5,7,1
Gemma4-E4B,prompt_running,2,nearest_centroid,5,8,1
Gemma4-E4B,prompt_running,2,nearest_centroid,5,9,4
Gemma4-E4B,prompt_running,2,nearest_centroid,6,1,1
Gemma4-E4B,prompt_running,2,nearest_centroid,6,2,2
Gemma4-E4B,prompt_running,2,nearest_centroid,6,3,4
Gemma4-E4B,prompt_running,2,nearest_centroid,6,4,2
Gemma4-E4B,prompt_running,2,nearest_centroid,6,5,5
Gemma4-E4B,prompt_running,2,nearest_centroid,6,6,4
Gemma4-E4B,prompt_running,2,nearest_centroid,6,7,1
Gemma4-E4B,prompt_running,2,nearest_centroid,6,8,2
Gemma4-E4B,prompt_running,2,nearest_centroid,6,9,3
Gemma4-E4B,prompt_running,2,nearest_centroid,6,10,6
Gemma4-E4B,prompt_running,2,nearest_centroid,7,1,7
Gemma4-E4B,prompt_running,2,nearest_centroid,7,2,1
Gemma4-E4B,prompt_running,2,nearest_centroid,7,3,1
Gemma4-E4B,prompt_running,2,nearest_centroid,7,4,3
Gemma4-E4B,prompt_running,2,nearest_centroid,7,5,3
Gemma4-E4B,prompt_running,2,nearest_centroid,7,6,4
Gemma4-E4B,prompt_running,2,nearest_centroid,7,7,1
Gemma4-E4B,prompt_running,2,nearest_centroid,7,8,2
Gemma4-E4B,prompt_running,2,nearest_centroid,7,9,1
Gemma4-E4B,prompt_running,2,nearest_centroid,7,10,7
Gemma4-E4B,prompt_running,2,nearest_centroid,8,1,4
Gemma4-E4B,prompt_running,2,nearest_centroid,8,2,2
Gemma4-E4B,prompt_running,2,nearest_centroid,8,3,2
Gemma4-E4B,prompt_running,2,nearest_centroid,8,4,2
Gemma4-E4B,prompt_running,2,nearest_centroid,8,5,2
Gemma4-E4B,prompt_running,2,nearest_centroid,8,6,2
Gemma4-E4B,prompt_running,2,nearest_centroid,8,7,3
Gemma4-E4B,prompt_running,2,nearest_centroid,8,8,4
Gemma4-E4B,prompt_running,2,nearest_centroid,8,9,4
Gemma4-E4B,prompt_running,2,nearest_centroid,8,10,5
Gemma4-E4B,prompt_running,2,nearest_centroid,9,1,6
Gemma4-E4B,prompt_running,2,nearest_centroid,9,2,4
Gemma4-E4B,prompt_running,2,nearest_centroid,9,3,2
Gemma4-E4B,prompt_running,2,nearest_centroid,9,4,2
Gemma4-E4B,prompt_running,2,nearest_centroid,9,5,3
Gemma4-E4B,prompt_running,2,nearest_centroid,9,6,4
Gemma4-E4B,prompt_running,2,nearest_centroid,9,7,4
Gemma4-E4B,prompt_running,2,nearest_centroid,9,9,3
Gemma4-E4B,prompt_running,2,nearest_centroid,9,10,2
Gemma4-E4B,prompt_running,2,nearest_centroid,10,1,1
Gemma4-E4B,prompt_running,2,nearest_centroid,10,2,1
Gemma4-E4B,prompt_running,2,nearest_centroid,10,3,3
Gemma4-E4B,prompt_running,2,nearest_centroid,10,4,4
Gemma4-E4B,prompt_running,2,nearest_centroid,10,5,3
Gemma4-E4B,prompt_running,2,nearest_centroid,10,6,4
Gemma4-E4B,prompt_running,2,nearest_centroid,10,7,2
Gemma4-E4B,prompt_running,2,nearest_centroid,10,8,4
Gemma4-E4B,prompt_running,2,nearest_centroid,10,9,2
Gemma4-E4B,prompt_running,2,nearest_centroid,10,10,6
Gemma4-E4B,prompt_running,2,ridge_classifier,1,1,9
Gemma4-E4B,prompt_running,2,ridge_classifier,1,2,1
Gemma4-E4B,prompt_running,2,ridge_classifier,1,3,3
Gemma4-E4B,prompt_running,2,ridge_classifier,1,4,2
Gemma4-E4B,prompt_running,2,ridge_classifier,1,5,2
Gemma4-E4B,prompt_running,2,ridge_classifier,1,6,1
Gemma4-E4B,prompt_running,2,ridge_classifier,1,7,2
Gemma4-E4B,prompt_running,2,ridge_classifier,1,8,4
Gemma4-E4B,prompt_running,2,ridge_classifier,1,9,1
Gemma4-E4B,prompt_running,2,ridge_classifier,1,10,5
Gemma4-E4B,prompt_running,2,ridge_classifier,2,1,5
Gemma4-E4B,prompt_running,2,ridge_classifier,2,2,1
Gemma4-E4B,prompt_running,2,ridge_classifier,2,3,7
Gemma4-E4B,prompt_running,2,ridge_classifier,2,4,3
Gemma4-E4B,prompt_running,2,ridge_classifier,2,5,1
Gemma4-E4B,prompt_running,2,ridge_classifier,2,6,4
Gemma4-E4B,prompt_running,2,ridge_classifier,2,7,4
Gemma4-E4B,prompt_running,2,ridge_classifier,2,8,3
Gemma4-E4B,prompt_running,2,ridge_classifier,2,10,2
Gemma4-E4B,prompt_running,2,ridge_classifier,3,1,7
Gemma4-E4B,prompt_running,2,ridge_classifier,3,2,1
Gemma4-E4B,prompt_running,2,ridge_classifier,3,3,4
Gemma4-E4B,prompt_running,2,ridge_classifier,3,4,2
Gemma4-E4B,prompt_running,2,ridge_classifier,3,5,4
Gemma4-E4B,prompt_running,2,ridge_classifier,3,6,2
Gemma4-E4B,prompt_running,2,ridge_classifier,3,7,4
Gemma4-E4B,prompt_running,2,ridge_classifier,3,9,3
Gemma4-E4B,prompt_running,2,ridge_classifier,3,10,3
Gemma4-E4B,prompt_running,2,ridge_classifier,4,1,4
Gemma4-E4B,prompt_running,2,ridge_classifier,4,2,1
Gemma4-E4B,prompt_running,2,ridge_classifier,4,3,2
Gemma4-E4B,prompt_running,2,ridge_classifier,4,4,4
Gemma4-E4B,prompt_running,2,ridge_classifier,4,5,5
Gemma4-E4B,prompt_running,2,ridge_classifier,4,6,3
Gemma4-E4B,prompt_running,2,ridge_classifier,4,7,4
Gemma4-E4B,prompt_running,2,ridge_classifier,4,8,2
Gemma4-E4B,prompt_running,2,ridge_classifier,4,10,5
Gemma4-E4B,prompt_running,2,ridge_classifier,5,1,3
Gemma4-E4B,prompt_running,2,ridge_classifier,5,2,2
Gemma4-E4B,prompt_running,2,ridge_classifier,5,3,2
Gemma4-E4B,prompt_running,2,ridge_classifier,5,4,5
Gemma4-E4B,prompt_running,2,ridge_classifier,5,5,2
Gemma4-E4B,prompt_running,2,ridge_classifier,5,6,10
Gemma4-E4B,prompt_running,2,ridge_classifier,5,7,1
Gemma4-E4B,prompt_running,2,ridge_classifier,5,8,1
Gemma4-E4B,prompt_running,2,ridge_classifier,5,9,4
Gemma4-E4B,prompt_running,2,ridge_classifier,6,1,1
Gemma4-E4B,prompt_running,2,ridge_classifier,6,2,2
Gemma4-E4B,prompt_running,2,ridge_classifier,6,3,4
Gemma4-E4B,prompt_running,2,ridge_classifier,6,4,2
Gemma4-E4B,prompt_running,2,ridge_classifier,6,5,5
Gemma4-E4B,prompt_running,2,ridge_classifier,6,6,4
Gemma4-E4B,prompt_running,2,ridge_classifier,6,7,1
Gemma4-E4B,prompt_running,2,ridge_classifier,6,8,1
Gemma4-E4B,prompt_running,2,ridge_classifier,6,9,3
Gemma4-E4B,prompt_running,2,ridge_classifier,6,10,7
Gemma4-E4B,prompt_running,2,ridge_classifier,7,1,7
Gemma4-E4B,prompt_running,2,ridge_classifier,7,2,2
Gemma4-E4B,prompt_running,2,ridge_classifier,7,3,1
Gemma4-E4B,prompt_running,2,ridge_classifier,7,4,2
Gemma4-E4B,prompt_running,2,ridge_classifier,7,5,2
Gemma4-E4B,prompt_running,2,ridge_classifier,7,6,4
Gemma4-E4B,prompt_running,2,ridge_classifier,7,7,1
Gemma4-E4B,prompt_running,2,ridge_classifier,7,8,4
Gemma4-E4B,prompt_running,2,ridge_classifier,7,10,7
Gemma4-E4B,prompt_running,2,ridge_classifier,8,1,5
Gemma4-E4B,prompt_running,2,ridge_classifier,8,2,1
Gemma4-E4B,prompt_running,2,ridge_classifier,8,3,2
Gemma4-E4B,prompt_running,2,ridge_classifier,8,4,1
Gemma4-E4B,prompt_running,2,ridge_classifier,8,5,2
Gemma4-E4B,prompt_running,2,ridge_classifier,8,6,2
Gemma4-E4B,prompt_running,2,ridge_classifier,8,7,3
Gemma4-E4B,prompt_running,2,ridge_classifier,8,8,6
Gemma4-E4B,prompt_running,2,ridge_classifier,8,9,3
Gemma4-E4B,prompt_running,2,ridge_classifier,8,10,5
Gemma4-E4B,prompt_running,2,ridge_classifier,9,1,7
Gemma4-E4B,prompt_running,2,ridge_classifier,9,2,2
Gemma4-E4B,prompt_running,2,ridge_classifier,9,3,3
Gemma4-E4B,prompt_running,2,ridge_classifier,9,4,2
Gemma4-E4B,prompt_running,2,ridge_classifier,9,5,3
Gemma4-E4B,prompt_running,2,ridge_classifier,9,6,3
Gemma4-E4B,prompt_running,2,ridge_classifier,9,7,5
Gemma4-E4B,prompt_running,2,ridge_classifier,9,8,1
Gemma4-E4B,prompt_running,2,ridge_classifier,9,9,2
Gemma4-E4B,prompt_running,2,ridge_classifier,9,10,2
Gemma4-E4B,prompt_running,2,ridge_classifier,10,1,1
Gemma4-E4B,prompt_running,2,ridge_classifier,10,2,1
Gemma4-E4B,prompt_running,2,ridge_classifier,10,3,3
Gemma4-E4B,prompt_running,2,ridge_classifier,10,4,4
Gemma4-E4B,prompt_running,2,ridge_classifier,10,5,4
Gemma4-E4B,prompt_running,2,ridge_classifier,10,6,4
Gemma4-E4B,prompt_running,2,ridge_classifier,10,7,3
Gemma4-E4B,prompt_running,2,ridge_classifier,10,8,4
Gemma4-E4B,prompt_running,2,ridge_classifier,10,9,1
Gemma4-E4B,prompt_running,2,ridge_classifier,10,10,5
Gemma4-E4B,prompt_running,2,shrinkage_lda,1,1,5
Gemma4-E4B,prompt_running,2,shrinkage_lda,1,2,4
Gemma4-E4B,prompt_running,2,shrinkage_lda,1,3,4
Gemma4-E4B,prompt_running,2,shrinkage_lda,1,4,2
Gemma4-E4B,prompt_running,2,shrinkage_lda,1,5,2
Gemma4-E4B,prompt_running,2,shrinkage_lda,1,6,3
Gemma4-E4B,prompt_running,2,shrinkage_lda,1,7,3
Gemma4-E4B,prompt_running,2,shrinkage_lda,1,9,1
Gemma4-E4B,prompt_running,2,shrinkage_lda,1,10,6
Gemma4-E4B,prompt_running,2,shrinkage_lda,2,1,4
Gemma4-E4B,prompt_running,2,shrinkage_lda,2,2,1
Gemma4-E4B,prompt_running,2,shrinkage_lda,2,3,7
Gemma4-E4B,prompt_running,2,shrinkage_lda,2,4,3
Gemma4-E4B,prompt_running,2,shrinkage_lda,2,5,1
Gemma4-E4B,prompt_running,2,shrinkage_lda,2,6,3
Gemma4-E4B,prompt_running,2,shrinkage_lda,2,7,3
Gemma4-E4B,prompt_running,2,shrinkage_lda,2,8,3
Gemma4-E4B,prompt_running,2,shrinkage_lda,2,9,3
Gemma4-E4B,prompt_running,2,shrinkage_lda,2,10,2
Gemma4-E4B,prompt_running,2,shrinkage_lda,3,1,7
Gemma4-E4B,prompt_running,2,shrinkage_lda,3,2,1
Gemma4-E4B,prompt_running,2,shrinkage_lda,3,3,4
Gemma4-E4B,prompt_running,2,shrinkage_lda,3,4,3
Gemma4-E4B,prompt_running,2,shrinkage_lda,3,5,4
Gemma4-E4B,prompt_running,2,shrinkage_lda,3,6,3
Gemma4-E4B,prompt_running,2,shrinkage_lda,3,7,3
Gemma4-E4B,prompt_running,2,shrinkage_lda,3,9,3
Gemma4-E4B,prompt_running,2,shrinkage_lda,3,10,2
Gemma4-E4B,prompt_running,2,shrinkage_lda,4,1,4
Gemma4-E4B,prompt_running,2,shrinkage_lda,4,2,1
Gemma4-E4B,prompt_running,2,shrinkage_lda,4,3,1
Gemma4-E4B,prompt_running,2,shrinkage_lda,4,4,4
Gemma4-E4B,prompt_running,2,shrinkage_lda,4,5,3
Gemma4-E4B,prompt_running,2,shrinkage_lda,4,6,3
Gemma4-E4B,prompt_running,2,shrinkage_lda,4,7,6
Gemma4-E4B,prompt_running,2,shrinkage_lda,4,8,2
Gemma4-E4B,prompt_running,2,shrinkage_lda,4,9,2
Gemma4-E4B,prompt_running,2,shrinkage_lda,4,10,4
Gemma4-E4B,prompt_running,2,shrinkage_lda,5,1,3
